1,565,3
1,807,2
1,201,1
1,557,9
1,987,10
1,59,5
1,305,6
1,153,3
1,139,7
1,875,5
1,722,10
2,977,4
2,806,3
2,654,8
2,21,8
2,662,5
2,437,6
2,576,3
2,141,8
2,311,4
2,101,3
2,540,9
2,87,3
2,65,8
2,501,6
2,710,5
2,331,9
2,542,4
2,757,9
2,590,7
2,216,9
2,80,9
2,590,7
3,829,7
3,324,7
3,768,7
3,922,5
3,451,9
3,564,9
3,942,8
3,460,9
3,648,8
3,797,4
3,251,9
3,767,3
3,400,2
3,776,2
3,59,4
3,666,9
3,622,4
3,875,3
4,190,2
4,873,2
4,337,4
4,151,2
4,858,4
4,37,4
4,751,2
4,814,8
4,245,9
4,22,8
4,489,5
4,155,5
4,353,9
4,470,2
4,562,4
4,437,7
4,553,4
4,37,10
4,987,7
4,677,7
4,649,3
4,606,10
4,156,7
4,811,5
4,590,9
4,591,1
4,187,9
4,415,5
4,996,3
4,709,8
5,114,8
5,156,4
5,310,5
5,48,6
5,415,9
5,591,4
5,966,1
5,39,4
5,392,6
5,94,2
5,2,2
5,614,9
5,887,1
5,279,6
5,198,8
5,26,2
5,994,6
5,818,2
5,384,1
5,614,4
5,63,8
5,645,9
5,979,10
5,478,9
5,129,3
5,818,6
5,294,4
6,457,9
6,491,5
6,209,3
6,541,6
6,259,6
6,536,9
6,972,2
6,788,9
6,326,10
6,103,1
6,761,3
6,221,2
6,901,5
6,127,2
6,413,2
6,189,3
6,759,10
6,74,6
6,124,5
6,42,1
6,791,8
7,778,4
7,578,9
7,535,1
7,622,9
7,293,10
7,913,1
7,936,4
7,201,6
7,764,5
7,518,7
7,88,8
7,155,2
7,654,4
7,391,7
7,748,5
7,229,2
8,806,5
8,860,6
8,420,6
8,933,9
8,350,5
8,150,5
8,28,10
8,995,4
8,817,2
8,146,6
8,103,5
8,245,1
8,163,3
8,933,8
8,294,7
8,276,8
8,446,10
8,762,5
8,60,5
8,481,2
8,812,6
8,397,2
9,152,5
9,41,9
9,497,8
9,411,5
9,110,2
9,591,1
9,221,2
9,107,5
9,65,6
9,521,3
9,157,10
9,224,9
9,305,9
9,724,7
9,885,8
9,200,2
9,337,10
9,73,8
9,671,6
9,872,1
9,963,2
10,261,7
10,486,8
10,534,8
10,771,3
10,925,6
10,602,9
10,451,5
10,390,7
10,954,8
10,808,8
10,261,6
10,844,5
10,108,9
10,320,3
10,448,1
10,196,8
10,500,8
11,144,4
11,21,6
11,740,2
11,260,4
11,302,2
11,139,8
11,886,10
11,605,9
11,356,7
11,493,4
11,308,6
11,533,2
11,769,4
11,574,9
11,32,7
11,567,4
11,993,9
12,465,9
12,4,9
12,252,7
12,511,1
12,41,5
12,175,4
12,658,5
12,98,3
12,169,6
12,190,2
12,392,1
12,510,4
12,730,8
12,244,2
12,962,2
12,360,4
12,830,5
12,306,4
12,997,8
13,416,2
13,433,2
13,796,7
13,339,3
13,723,4
13,220,5
13,71,1
13,309,1
13,780,7
13,800,3
13,383,9
13,451,9
13,296,6
13,298,4
13,256,10
13,20,4
13,342,2
13,987,7
13,317,9
13,851,6
13,125,2
13,318,1
13,731,3
13,300,4
14,192,6
14,580,1
14,318,9
14,601,4
14,89,3
14,331,3
14,399,4
14,666,8
14,200,4
14,862,8
14,284,9
14,244,7
14,757,8
14,70,2
14,736,5
14,747,7
14,148,7
14,264,4
14,722,3
14,954,9
14,240,1
14,111,2
14,515,10
15,945,9
15,714,6
15,459,8
15,277,7
15,837,1
15,543,2
15,285,1
15,914,10
15,773,5
15,463,9
15,440,8
15,818,3
15,354,3
15,944,8
15,805,6
15,974,4
15,226,5
15,835,5
15,321,9
15,239,9
15,854,8
16,283,2
16,411,9
16,484,5
16,158,10
16,166,8
16,918,3
16,954,5
16,253,6
16,346,8
16,500,5
16,50,1
16,389,9
16,425,6
16,971,1
16,758,4
16,492,5
16,472,5
16,425,6
16,343,3
16,54,10
16,676,7
16,347,6
16,220,6
16,258,9
16,400,5
17,720,1
17,831,7
17,595,8
17,571,3
17,737,5
17,310,8
17,132,8
17,337,6
17,514,6
17,990,4
17,544,4
17,916,9
17,552,2
17,759,4
17,699,7
18,756,9
18,919,7
18,140,8
18,876,6
18,876,9
18,327,8
18,969,7
18,96,3
18,779,2
18,330,1
18,791,6
18,716,1
18,665,4
18,356,5
18,953,10
18,522,9
18,965,6
18,782,9
18,734,1
18,917,9
19,112,4
19,768,7
19,218,10
19,966,5
19,868,8
19,299,1
19,332,2
19,851,8
19,418,8
19,706,6
19,146,5
19,528,7
19,299,9
19,215,8
19,183,2
19,117,6
19,262,9
19,407,8
19,726,8
19,452,6
19,519,5
19,740,2
19,613,5
20,483,2
20,28,2
20,622,6
20,590,1
20,318,7
20,696,4
20,382,9
20,560,3
20,922,8
20,679,10
20,228,6
20,969,2
20,196,10
20,736,7
20,728,2
20,503,3
20,7,9
20,887,6
20,123,9
20,513,10
20,778,9
20,603,9
20,20,7
21,84,6
21,486,3
21,944,8
21,696,4
21,23,3
21,575,9
21,699,1
21,597,4
21,443,2
21,38,1
21,274,4
21,434,2
21,592,7
21,105,5
21,464,5
21,582,4
21,178,1
21,791,2
21,547,8
21,469,6
21,112,10
21,504,6
21,776,3
21,661,7
21,216,9
21,509,2
22,520,6
22,392,7
22,738,5
22,403,7
22,369,3
22,253,10
22,96,2
22,649,2
22,99,4
22,747,7
22,83,10
22,644,1
22,733,1
22,818,4
22,379,7
22,306,7
22,101,5
22,745,4
22,175,9
23,633,7
23,457,2
23,617,3
23,24,4
23,572,3
23,148,3
23,809,2
23,252,1
23,24,3
23,83,6
23,577,2
23,506,8
23,726,4
23,482,6
23,580,10
23,204,10
23,795,6
23,972,9
23,199,6
23,356,7
23,407,6
23,153,9
23,921,8
23,980,2
24,866,4
24,23,8
24,257,4
24,698,9
24,607,2
24,200,1
24,645,7
24,295,4
24,45,2
24,964,6
24,659,9
24,646,8
24,498,2
24,756,10
24,217,6
24,963,6
24,290,5
24,547,1
24,303,2
24,287,4
24,19,2
24,53,9
24,93,10
24,919,9
25,97,6
25,568,9
25,637,10
25,516,5
25,930,8
25,267,5
25,299,3
25,30,8
25,343,10
25,624,9
25,997,4
25,162,4
25,544,9
25,953,3
25,589,2
25,102,5
25,861,7
25,800,4
25,965,6
25,151,1
25,485,4
26,32,3
26,387,10
26,767,6
26,644,7
26,921,3
26,777,6
26,156,2
26,106,9
26,459,6
26,150,4
26,274,7
26,904,6
26,811,5
26,179,2
26,754,2
26,204,5
26,35,2
26,582,9
26,640,7
26,754,9
26,239,3
26,433,10
26,96,2
26,351,10
26,817,3
27,346,5
27,129,3
27,115,9
27,288,9
27,192,3
27,603,8
27,886,7
27,612,4
27,263,7
27,397,2
27,235,2
27,705,5
27,483,5
27,923,9
27,959,2
27,502,9
27,703,9
28,852,5
28,184,4
28,776,2
28,938,4
28,710,5
28,499,4
28,664,10
28,453,9
28,339,1
28,291,9
28,60,5
28,344,10
28,698,6
28,250,1
28,398,1
28,698,2
28,160,4
28,881,2
28,546,2
29,745,2
29,746,2
29,411,9
29,421,1
29,20,10
29,644,8
29,898,5
29,5,3
29,419,4
29,193,3
29,360,6
29,550,9
29,713,9
29,728,5
29,166,8
29,211,6
29,544,5
29,555,6
29,91,6
30,916,2
30,572,10
30,767,4
30,877,5
30,502,3
30,679,6
30,122,9
30,918,4
30,409,6
30,665,6
30,695,9
30,748,4
30,372,7
30,532,4
30,346,2
30,462,9
30,111,7
30,859,7
30,711,1
30,788,9
30,506,7
30,857,7
30,485,6
30,39,4
30,638,1
30,826,5
31,361,10
31,647,10
31,867,9
31,935,3
31,288,6
31,841,5
31,380,6
31,431,9
31,882,6
31,938,8
31,506,9
31,584,2
31,31,5
31,658,4
31,715,10
31,543,8
31,819,2
32,88,9
32,396,4
32,622,9
32,508,10
32,361,4
32,389,9
32,815,10
32,871,9
32,25,6
32,107,9
32,664,4
32,332,9
32,659,8
33,839,2
33,704,2
33,422,8
33,232,3
33,827,2
33,967,9
33,577,9
33,480,3
33,956,4
33,618,1
33,676,5
33,485,2
33,384,3
33,584,5
33,494,6
33,959,8
33,307,10
34,954,1
34,635,3
34,59,3
34,689,5
34,975,6
34,985,5
34,625,7
34,549,7
34,275,3
34,939,1
34,409,4
34,715,3
34,156,10
34,236,6
34,901,5
34,79,4
34,5,9
34,513,4
34,986,5
34,329,7
34,584,5
34,700,7
35,120,7
35,85,6
35,869,8
35,688,2
35,947,2
35,466,7
35,499,6
35,167,4
35,87,4
35,539,5
35,906,1
35,233,8
35,141,7
35,990,10
35,679,2
35,812,5
35,178,3
35,498,2
35,884,4
35,856,7
35,771,1
35,548,5
35,865,6
35,293,10
36,244,6
36,124,4
36,899,8
36,544,7
36,224,1
36,609,6
36,679,6
36,436,4
36,275,7
36,997,8
