1,11
2,136
2,187
3,165
3,1
3,24
4,8
4,199
5,32
5,100
6,14
7,59
7,147
8,92
9,165
9,80
9,171
10,45
10,31
10,1
10,152
10,193
11,20
11,58
11,173
12,184
12,195
12,153
13,1
13,127
13,162
13,114
13,176
14,16
14,183
15,45
15,146
16,104
16,148
16,47
17,198
18,197
18,73
18,107
19,19
19,173
19,82
20,48
20,19
20,36
21,129
21,41
22,62
22,2
22,15
22,46
23,173
23,41
23,51
23,55
24,101
24,107
25,41
25,50
26,81
26,112
26,147
26,166
27,192
27,145
27,102
27,100
27,193
28,43
28,152
29,82
30,192
31,158
32,88
32,146
32,44
32,180
33,83
33,176
34,149
34,118
34,49
35,116
35,185
36,79
37,159
37,43
37,3
37,104
37,195
37,91
38,176
38,26
39,40
40,125
40,8
41,74
41,103
41,56
42,193
43,50
43,173
43,155
44,173
44,161
44,172
44,144
44,73
44,178
45,66
45,58
45,189
46,117
47,86
47,124
47,58
48,89
48,127
49,93
49,179
50,37
51,80
51,171
51,161
52,167
52,78
52,76
53,123
53,187
53,157
53,142
53,58
54,140
54,99
54,157
55,187
55,21
56,2
56,52
56,8
57,14
58,175
58,71
58,18
59,48
60,80
60,89
61,39
62,116
63,89
63,146
63,86
64,66
64,127
64,170
65,14
66,28
66,198
66,96
66,23
66,86
66,193
67,22
67,133
68,75
68,183
68,115
68,2
69,148
69,171
69,43
69,127
70,11
70,70
70,118
71,74
72,24
72,187
72,18
73,31
73,46
73,197
73,86
74,116
75,118
75,169
75,187
75,118
76,23
76,84
76,143
77,90
77,78
77,98
77,130
78,180
79,7
79,167
79,124
79,50
80,142
80,95
80,184
81,144
81,139
81,115
82,181
83,114
83,24
83,33
84,135
84,169
85,104
85,105
85,97
86,136
86,95
87,2
87,156
87,8
87,104
88,167
88,133
88,16
88,62
88,101
89,92
90,185
90,174
91,94
92,167
92,163
93,99
93,48
93,140
94,110
94,94
94,16
94,17
95,61
95,148
96,23
96,109
97,132
97,24
98,199
99,28
99,101
99,133
100,92
100,179
100,79
100,145
100,141
101,138
101,191
101,6
102,128
102,142
102,184
102,92
102,40
103,35
103,69
103,194
104,199
104,50
104,174
104,98
104,101
104,15
104,171
105,37
105,193
105,26
106,50
106,151
106,89
107,121
107,100
108,31
108,29
109,156
109,85
110,97
110,84
110,75
111,41
111,187
111,153
112,159
112,184
112,33
112,122
112,144
113,93
114,144
115,31
116,124
116,83
117,56
117,65
118,123
118,146
119,158
119,129
119,80
120,78
120,9
120,98
120,5
120,145
121,144
121,64
122,6
122,111
123,9
123,9
123,31
124,47
124,12
124,71
124,57
125,161
125,192
125,77
126,39
126,118
127,117
127,58
127,38
127,125
128,183
128,188
129,133
129,188
130,1
130,23
130,129
131,142
131,78
132,94
132,178
132,16
132,13
133,51
133,118
133,143
133,43
133,43
134,108
135,134
136,152
136,10
137,184
138,117
138,89
138,24
138,56
139,34
139,161
140,29
140,141
140,40
141,84
142,30
142,22
142,76
142,125
142,95
143,163
143,190
143,21
144,44
145,63
145,36
146,8
146,53
147,95
147,78
147,34
148,107
148,49
148,91
149,99
149,192
150,142
150,25
150,65
151,175
151,104
151,140
151,185
152,23
152,197
152,99
152,112
152,186
152,171
152,19
153,115
153,2
153,127
154,113
154,121
154,182
155,98
155,161
156,95
156,110
157,25
157,127
157,187
158,150
159,68
159,119
159,53
160,128
160,179
161,162
161,27
162,98
162,23
162,51
162,88
163,51
163,86
164,163
164,189
164,14
165,16
165,158
166,153
166,171
166,194
167,56
167,147
167,138
168,190
168,101
169,80
169,185
170,70
170,2
171,173
171,86
171,145
172,107
173,55
173,140
173,36
173,76
174,59
174,112
174,188
175,114
175,54
176,44
176,9
176,66
176,26
176,196
177,46
177,110
177,145
177,92
178,120
178,177
178,191
179,117
179,68
180,31
180,129
180,88
180,193
180,95
181,113
182,5
182,9
182,169
182,166
183,156
184,40
184,13
185,123
185,197
185,70
185,170
186,62
186,165
186,151
186,127
187,112
187,140
187,92
188,48
188,133
189,181
190,74
190,129
190,130
191,153
191,182
191,142
192,77
192,103
192,88
192,187
193,183
193,63
194,197
194,112
195,31
196,199
196,68
197,159
198,3
198,154
199,29
199,108
199,79
200,83
201,92
201,110
202,185
202,118
202,169
203,76
204,136
204,54
204,77
205,79
206,111
206,128
206,45
207,52
207,84
208,101
208,69
208,76
209,20
210,192
211,23
211,183
211,147
212,128
212,154
212,135
212,195
213,84
213,188
214,97
215,70
215,135
215,129
216,103
216,194
216,29
217,168
217,144
217,84
217,109
218,94
218,58
219,163
219,78
220,142
220,84
220,75
221,102
221,78
222,79
222,149
223,145
223,3
223,129
224,83
224,111
225,89
225,146
225,28
225,3
225,104
226,94
226,2
227,140
227,172
227,47
228,163
228,11
228,59
228,141
229,191
229,78
229,66
229,32
229,55
230,71
230,63
230,3
230,182
230,149
231,10
232,84
233,186
233,2
233,20
234,61
234,143
235,94
235,113
235,31
235,37
236,121
236,73
237,20
237,69
238,117
238,115
239,87
239,4
239,73
240,5
240,16
240,192
241,163
241,32
242,96
242,63
243,58
243,1
244,32
244,192
244,109
245,77
246,5
247,92
247,24
247,137
247,147
248,82
248,66
249,193
249,40
249,119
250,25
250,112
250,151
251,130
251,13
251,63
252,160
252,55
252,42
253,171
253,126
253,130
254,38
254,111
255,127
256,99
256,191
257,122
257,70
257,152
257,171
258,132
259,115
259,178
259,183
260,111
260,153
260,97
261,95
261,97
261,199
262,200
263,157
263,189
263,66
264,134
264,172
265,58
265,67
265,72
265,142
266,81
266,185
266,183
266,78
267,47
267,124
267,159
267,198
268,137
269,6
269,131
269,150
269,168
269,170
270,191
270,87
270,65
270,42
270,60
270,73
271,33
272,8
273,102
273,70
274,91
275,179
275,190
276,193
277,5
278,75
278,177
278,68
278,74
278,24
278,17
279,86
279,102
279,43
280,5
280,52
280,155
281,170
282,49
282,23
282,170
283,10
284,167
284,190
284,68
284,190
285,115
286,57
286,155
286,193
287,104
287,93
287,138
288,185
289,180
289,61
289,165
290,167
290,53
291,12
291,56
291,15
292,172
292,146
293,55
294,164
295,72
295,59
296,43
296,98
296,85
296,68
297,117
297,86
297,87
298,15
299,34
299,108
299,84
299,64
300,62
300,67
300,97
301,120
302,122
302,95
303,50
303,41
304,112
304,63
304,101
305,42
306,161
306,93
307,79
307,54
308,186
309,67
309,109
309,78
309,30
310,61
310,177
311,127
311,76
312,84
313,48
313,42
314,164
315,57
315,62
316,177
316,74
317,63
317,188
318,25
318,122
318,77
319,187
319,40
319,164
319,20
319,44
319,82
320,122
321,105
321,142
321,75
322,49
322,123
323,112
323,42
323,59
324,98
324,40
325,64
326,29
326,13
327,177
327,66
327,47
328,72
328,29
329,73
330,101
330,54
331,195
332,26
332,116
333,100
333,120
334,195
335,198
335,65
335,123
336,55
336,119
336,116
336,116
337,194
337,24
337,30
338,85
338,18
338,190
339,42
339,50
339,143
340,81
341,148
342,138
343,184
343,166
344,128
345,83
346,144
346,37
347,52
347,18
348,15
349,27
350,153
351,101
351,9
351,27
351,123
352,68
352,111
352,47
352,37
353,155
353,72
354,71
354,86
354,83
355,150
356,72
356,192
356,100
356,8
356,177
356,174
357,135
357,24
358,93
358,163
358,62
358,164
359,41
359,172
360,61
360,115
361,129
361,135
361,133
361,133
362,134
362,15
363,121
363,146
363,65
363,168
364,175
364,183
364,140
365,188
365,194
365,97
366,88
366,11
366,162
367,130
367,37
367,11
367,64
367,154
368,117
369,155
369,198
370,29
371,83
371,162
371,94
371,3
371,81
371,43
372,151
373,10
374,61
374,163
374,185
375,109
375,142
375,2
375,108
376,153
377,63
378,48
378,130
378,101
379,26
379,114
380,139
381,172
381,121
382,146
382,111
383,43
383,107
383,32
384,173
384,199
384,157
385,7
386,62
386,91
386,60
387,40
387,126
388,149
388,49
389,13
389,95
389,9
390,84
390,99
391,177
391,90
391,157
392,98
393,11
394,35
395,187
396,23
396,34
397,104
397,196
398,73
399,102
399,104
400,180
401,81
402,195
402,21
402,12
403,116
403,137
403,105
403,30
404,90
404,180
405,86
405,143
405,160
406,2
407,138
407,69
407,85
408,121
408,146
409,102
409,27
410,140
410,91
410,104
410,78
411,78
411,119
411,154
411,6
412,133
412,104
413,32
413,103
414,188
414,48
414,98
414,140
415,189
415,69
415,140
416,38
416,130
417,55
417,37
418,61
418,33
418,73
418,136
419,74
419,109
419,25
419,115
419,79
420,175
420,134
420,154
421,15
421,69
422,153
422,58
422,28
423,31
423,110
423,146
424,196
424,180
425,198
425,112
425,66
426,99
426,172
426,130
427,97
427,83
427,96
428,55
428,100
428,145
429,183
429,181
430,51
431,128
432,76
432,132
432,53
433,83
433,8
434,121
434,26
434,7
434,130
434,132
435,114
436,188
436,196
436,98
437,196
438,127
439,47
439,39
439,167
440,160
440,183
441,5
441,155
441,77
441,71
441,57
442,152
442,106
443,94
443,54
443,1
444,138
444,163
444,2
445,110
445,44
446,4
446,78
446,152
446,3
447,50
447,123
447,24
447,44
447,102
448,23
448,148
449,174
449,169
450,11
450,65
451,73
452,146
452,187
453,153
453,67
454,23
454,148
454,79
454,173
454,141
455,67
456,98
457,104
458,79
458,10
458,79
459,139
459,8
460,92
460,68
461,196
461,61
461,39
461,191
462,152
462,129
462,106
463,16
463,74
464,103
464,94
465,63
465,35
465,146
466,75
467,62
467,160
467,7
468,44
468,113
468,108
469,99
469,109
469,33
470,76
470,123
470,131
471,125
471,83
472,169
472,107
473,81
473,97
474,94
474,8
474,27
474,135
474,115
475,98
475,37
475,78
475,91
476,22
476,37
476,127
476,74
476,74
477,89
477,166
478,147
478,89
478,21
478,99
479,50
479,76
480,35
481,94
481,152
482,97
482,28
483,164
483,54
483,15
484,12
484,8
484,67
485,78
485,38
485,127
485,79
485,46
486,188
486,177
487,124
487,136
488,24
489,117
489,154
490,64
490,78
490,172
490,86
491,182
491,196
491,96
491,137
491,124
492,117
492,36
492,122
492,148
493,90
493,26
493,4
493,132
493,2
494,48
495,42
495,96
495,59
496,59
497,145
497,71
497,151
498,27
499,116
499,152
500,166
500,102
501,9
501,194
502,118
502,88
503,62
503,103
503,57
504,75
504,5
505,36
505,145
505,12
505,90
506,179
506,75
506,80
506,95
507,107
507,181
507,160
508,7
508,143
509,155
509,137
510,35
510,43
510,166
511,25
512,120
513,129
513,41
513,108
514,182
514,12
514,76
515,144
515,175
516,94
516,53
516,176
516,6
517,20
518,113
518,181
518,189
519,24
519,99
520,194
520,82
521,198
521,146
521,90
521,187
522,66
522,140
522,156
523,76
523,139
523,181
524,43
524,146
524,1
525,105
526,165
526,95
527,116
527,139
527,2
527,80
528,161
528,3
528,97
529,200
529,15
529,149
530,198
530,143
531,104
531,191
532,111
532,154
532,6
532,177
532,188
532,10
532,158
533,145
534,61
534,5
535,179
535,182
535,127
536,155
536,187
536,93
537,140
537,82
537,30
538,77
539,105
539,85
540,87
540,132
541,95
541,130
542,101
542,61
543,108
543,36
544,32
545,9
545,81
546,151
546,99
546,67
546,15
546,66
547,29
547,110
548,23
549,4
549,112
549,116
550,108
550,16
550,172
550,167
551,126
551,113
551,3
551,153
552,49
553,82
554,150
554,29
554,99
555,179
555,76
556,79
556,70
556,169
557,27
557,21
558,25
558,26
558,80
559,46
559,83
559,184
560,75
560,111
560,139
560,173
560,31
561,103
562,186
562,14
563,86
563,181
563,158
564,137
565,184
566,133
567,158
568,127
568,19
568,199
569,139
569,144
569,154
569,48
570,7
570,129
571,161
572,2
572,124
572,101
573,20
573,113
574,40
574,117
575,34
575,20
576,10
577,186
577,23
577,107
577,148
578,151
578,152
579,135
579,34
580,117
581,146
581,101
581,71
581,189
582,176
582,75
583,50
583,166
584,97
585,35
585,144
585,82
586,62
586,10
586,69
586,164
587,189
587,68
588,50
588,191
588,139
589,191
590,188
590,164
590,158
590,192
591,129
592,161
592,11
593,54
593,93
594,168
594,195
595,20
595,82
595,165
596,121
596,143
596,193
596,78
597,162
597,52
598,19
598,161
599,147
599,24
599,50
599,197
599,105
599,30
600,115
600,2
600,19
600,41
600,96
600,31
600,44
601,186
602,162
602,194
603,80
604,178
604,84
605,4
605,152
605,5
606,48
606,84
607,162
607,95
608,111
608,143
608,174
608,199
609,66
609,44
610,170
610,54
611,93
611,58
611,33
611,90
612,39
612,66
613,10
613,53
614,58
614,151
614,2
615,59
615,138
615,198
616,36
616,18
617,71
618,66
619,144
619,129
619,198
619,82
619,15
620,119
621,2
621,52
622,4
623,120
623,179
623,26
623,87
623,138
623,156
624,36
624,173
625,183
625,29
626,93
626,55
626,76
626,168
627,139
627,125
628,71
628,184
629,103
629,184
630,139
630,41
630,172
630,177
631,76
631,179
631,152
632,176
632,88
632,130
632,38
632,24
633,163
634,167
635,131
635,156
635,123
636,180
636,193
637,107
637,160
638,109
638,180
639,52
639,175
640,150
641,12
641,170
641,160
641,108
642,200
643,73
644,138
644,84
644,73
645,91
645,62
645,16
646,123
646,187
646,71
646,31
646,9
647,75
647,53
647,100
648,63
648,161
648,99
649,159
649,4
649,196
649,137
650,166
651,98
652,152
652,135
652,43
653,173
653,100
654,126
654,184
654,99
654,183
655,121
655,106
655,170
656,107
657,96
657,188
658,198
658,159
658,134
658,132
659,129
659,109
659,121
659,70
660,143
660,39
661,111
661,142
662,195
662,27
662,67
663,143
663,38
663,187
663,178
663,27
664,24
664,189
665,81
665,25
666,94
667,170
667,44
668,7
668,37
669,11
669,4
669,91
670,64
670,2
670,197
671,52
671,127
671,181
672,149
672,159
673,193
673,36
674,128
674,190
674,84
675,12
676,82
676,41
676,190
677,133
677,162
678,23
678,109
678,10
679,167
679,171
680,151
680,32
680,65
680,153
681,141
681,198
681,121
681,113
682,46
682,149
683,165
683,98
683,75
684,197
684,146
685,144
685,113
686,147
