-2.393,3.347
2.177,6.773
-2.479,2.534
5.663,6.868
-0.559,1.223
5.117,3.747
1.912,2.959
-2.497,2.050
5.475,5.351
-0.794,7.172
-1.088,7.553
5.170,6.433
3.073,3.089
-2.362,2.036
-0.928,0.425
5.797,4.445
0.826,1.642
-0.844,1.388
-3.143,2.804
3.845,3.946
-0.226,0.639
5.834,4.494
0.793,1.093
1.104,2.254
2.334,3.291
-0.505,1.543
-0.713,10.425
-1.935,3.517
-0.288,1.217
0.797,3.732
1.197,2.725
3.891,2.660
2.907,2.722
-1.750,5.074
1.865,1.777
0.098,1.989
0.387,0.901
2.699,3.242
2.454,3.407
1.520,3.032
2.456,1.884
-1.910,5.650
-0.110,3.163
2.815,2.404
-0.529,3.702
2.258,6.539
0.130,1.468
2.615,6.425
4.325,3.690
-3.292,3.906
-1.434,1.704
1.020,4.700
-0.782,1.468
-0.934,2.386
-0.393,2.253
6.596,4.334
2.634,3.542
0.352,4.373
2.306,4.214
1.701,3.117
0.713,2.935
1.517,6.520
1.279,3.667
-0.201,4.282
3.920,4.859
0.993,1.741
-1.899,2.697
1.524,5.421
4.501,8.245
-0.235,1.129
0.221,2.285
4.498,5.810
-1.077,7.667
3.372,4.328
1.456,4.824
-0.020,4.531
-0.783,1.585
0.765,5.889
-1.263,5.847
-4.679,5.283
2.195,4.732
0.430,3.495
1.623,3.019
-0.965,0.895
-2.953,2.610
-1.957,1.640
6.662,7.948
0.021,5.319
-1.786,1.743
-0.211,3.485
-0.405,1.869
1.266,2.089
5.153,3.164
2.585,2.015
-0.937,0.951
2.268,2.135
-1.298,1.596
-2.124,5.010
-1.998,4.860
4.917,3.766
0.792,5.469
3.730,5.781
-1.204,2.821
-4.416,4.749
1.199,7.286
2.582,2.068
1.974,6.006
-0.167,4.613
-0.344,1.520
-2.221,3.208
0.217,3.358
5.718,3.590
-1.447,3.500
0.488,1.965
-2.740,2.479
-1.749,2.861
5.113,8.129
-2.996,3.013
1.520,2.787
1.283,4.414
1.785,1.951
1.176,3.453
-0.802,0.509
1.360,5.443
-0.787,3.217
-4.489,3.977
1.716,2.467
0.919,3.375
0.808,2.693
-1.253,2.611
-1.397,2.054
-1.714,1.728
-1.356,3.539
-2.901,4.366
-1.379,2.133
1.124,3.682
-1.691,5.961
-1.545,4.243
-0.491,0.984
-0.135,5.712
-0.248,4.916
2.486,3.437
-0.231,2.497
4.130,4.235
-2.379,3.104
-0.102,5.731
2.453,8.987
-1.097,4.277
-4.355,5.253
-2.404,4.448
0.344,1.597
0.505,3.898
-1.547,1.351
-4.255,6.154
-0.752,0.886
1.427,5.187
-0.914,1.851
-0.412,6.773
-2.243,3.781
2.979,3.859
